Country,Gender,Demographics_Question,Demographics_Response,Question,Value
Guinea,F,Age,35-49,... for at least one specific reason,67.9
Chad,M,Employment,Employed for cash,... if she burns the food,25.6
Sierra Leone,F,Marital status,Married or living together,... for at least one specific reason,67.9
Moldova,M,Residence,Rural,... if she argues with him,9.5
Cote d'Ivoire,M,Age,15-24,... if she refuses to have sex with him,14.1
Guatemala,M,Residence,Rural,... if she goes out without telling him,2.6
Ghana,M,Education,No education,... if she refuses to have sex with him,12.8
Guyana,F,Employment,Employed for kind,... if she neglects the children,21.3
Ukraine,F,Age,15-24,... if she argues with him,0.5
Moldova,F,Residence,Rural,... if she refuses to have sex with him,4.0
Gabon,M,Education,No education,... for at least one specific reason,37.4
Bolivia,F,Employment,Employed for cash,... if she goes out without telling him,5.9
Senegal,M,Education,No education,... if she refuses to have sex with him,15.7
Tajikistan,F,Employment,Employed for cash,... if she neglects the children,44.1
Madagascar,M,Marital status,Married or living together,... if she neglects the children,23.5
Philippines,F,Age,25-34,... if she goes out without telling him,3.4
Madagascar,M,Age,35-49,... if she goes out without telling him,16.2
Mozambique,M,Age,25-34,... if she burns the food,5.0
Kenya,M,Education,No education,... if she goes out without telling him,48.2
Peru,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,14.9
Zimbabwe,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,16.3
Madagascar,F,Education,Secondary,... if she refuses to have sex with him,7.7
Sierra Leone,F,Residence,Rural,... if she burns the food,22.3
Ghana,F,Age,15-24,... for at least one specific reason,31.8
Sierra Leone,F,Employment,Employed for cash,... if she neglects the children,51.4
Ghana,M,Residence,Urban,... if she argues with him,4.0
Madagascar,M,Marital status,Married or living together,... if she burns the food,5.8
Benin,M,Residence,Rural,... if she argues with him,12.7
Turkey,M,Education,Primary,... if she refuses to have sex with him,14.9
Dominican Republic,M,Education,Primary,... if she neglects the children,3.9
Congo,M,Age,15-24,... if she neglects the children,35.8
Guatemala,F,Age,15-24,... if she neglects the children,8.2
Lesotho,F,Marital status,Never married,... if she argues with him,26.8
Sao Tome and Principe,M,Employment,Unemployed,... if she burns the food,8.7
Guatemala,M,Residence,Rural,... if she refuses to have sex with him,1.6
Morocco,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,14.9
Togo,F,Marital status,Married or living together,... if she goes out without telling him,19.8
Nepal,M,Education,Higher,... if she goes out without telling him,2.9
Namibia,M,Employment,Employed for cash,... if she refuses to have sex with him,2.5
Bangladesh,M,Residence,Urban,... if she neglects the children,14.9
Senegal,M,Age,15-24,... if she burns the food,9.4
Gambia,F,Age,25-34,... if she refuses to have sex with him,46.0
Azerbaijan,F,Education,No education,... if she argues with him,55.2
Sierra Leone,M,Age,25-34,... if she burns the food,5.5
Niger,F,Employment,Employed for cash,... if she argues with him,51.9
Albania,F,Employment,Employed for kind,... if she argues with him,6.9
Rwanda,F,Employment,Employed for kind,... if she argues with him,23.3
Maldives,F,Education,No education,... if she refuses to have sex with him,13.3
Dominican Republic,M,Residence,Urban,... if she refuses to have sex with him,0.5
Sierra Leone,F,Age,25-34,... if she neglects the children,55.7
Sao Tome and Principe,M,Education,Secondary,... if she argues with him,8.6
Guinea,M,Age,35-49,... if she neglects the children,42.9
Ghana,F,Age,35-49,... if she refuses to have sex with him,12.1
Honduras,M,Marital status,Never married,... if she neglects the children,10.3
Mozambique,F,Education,No education,... for at least one specific reason,14.2
Armenia,M,Residence,Rural,... if she neglects the children,23.9
Yemen,M,Age,15-24,... if she refuses to have sex with him,14.9
Cameroon,F,Employment,Employed for cash,... if she argues with him,21.6
Jordan,F,Employment,Employed for cash,... if she neglects the children,14.9
Lesotho,M,Education,Higher,... if she goes out without telling him,4.6
Maldives,F,Employment,Employed for cash,... if she argues with him,14.9
Gabon,F,Age,35-49,... if she goes out without telling him,21.8
Guatemala,M,Education,No education,... if she goes out without telling him,2.4
Tanzania,M,Education,Higher,... if she burns the food,0.0
Ukraine,F,Marital status,Never married,... if she burns the food,0.1
Malawi,M,Education,Higher,... if she goes out without telling him,2.9
Malawi,M,Residence,Rural,... if she argues with him,5.7
Burkina Faso,M,Education,Secondary,... if she burns the food,6.3
Jordan,F,Employment,Employed for kind,... for at least one specific reason,10.5
Rwanda,M,Employment,Unemployed,... if she burns the food,2.1
Tanzania,M,Employment,Employed for kind,... if she refuses to have sex with him,18.8
Cameroon,M,Employment,Employed for kind,... if she burns the food,8.2
Myanmar,F,Marital status,Married or living together,... if she refuses to have sex with him,11.0
Angola,F,Age,35-49,... if she refuses to have sex with him,14.0
Angola,M,Age,15-24,... if she burns the food,7.7
Ukraine,F,Education,Secondary,... for at least one specific reason,4.9
Ukraine,F,Marital status,Never married,... if she neglects the children,2.1
Sierra Leone,F,Residence,Rural,... if she goes out without telling him,57.3
Burundi,F,Education,No education,... if she burns the food,25.3
Ukraine,M,Marital status,"Widowed, divorced, separated",... if she burns the food,1.2
Guatemala,F,Residence,Urban,... if she refuses to have sex with him,1.2
Ukraine,F,Education,Higher,... if she neglects the children,2.4
Madagascar,M,Education,Primary,... if she refuses to have sex with him,8.8
Eswatini,M,Employment,Unemployed,... if she argues with him,27.7
Gabon,M,Marital status,"Widowed, divorced, separated",... if she burns the food,5.6
Mali,F,Marital status,Married or living together,... if she goes out without telling him,56.4
Namibia,M,Employment,Employed for cash,... if she argues with him,8.0
Chad,F,Age,15-24,... if she argues with him,47.8
Togo,M,Residence,Rural,... for at least one specific reason,23.4
Sao Tome and Principe,M,Education,Higher,... if she burns the food,10.4
Bangladesh,M,Age,25-34,... if she neglects the children,14.9
Guyana,F,Marital status,Never married,... if she argues with him,4.2
Mali,F,Education,Higher,... if she refuses to have sex with him,34.9
Mali,F,Education,Secondary,... if she burns the food,15.8
Niger,M,Residence,Urban,... for at least one specific reason,25.0
Congo,M,Residence,Urban,... for at least one specific reason,42.7
Afghanistan,F,Age,25-34,... if she burns the food,18.2
Senegal,F,Employment,Unemployed,... if she neglects the children,35.0
Cambodia,F,Age,35-49,... if she goes out without telling him,38.5
Guatemala,M,Education,Higher,... if she argues with him,0.5
Albania,F,Employment,Employed for kind,... if she neglects the children,13.6
Malawi,F,Age,15-24,... if she burns the food,6.6
India,M,Education,No education,... if she neglects the children,24.9
Dominican Republic,F,Marital status,Never married,... if she argues with him,0.9
Moldova,M,Marital status,Never married,... if she argues with him,7.9
Burkina Faso,M,Employment,Employed for kind,... for at least one specific reason,44.0
Timor-Leste,M,Residence,Rural,... for at least one specific reason,45.5
Bangladesh,M,Employment,Unemployed,... if she burns the food,14.9
Congo,F,Employment,Unemployed,... if she refuses to have sex with him,23.4
Tajikistan,F,Residence,Rural,... if she argues with him,54.7
Morocco,M,Marital status,Never married,... for at least one specific reason,14.9
Kenya,F,Age,15-24,... if she neglects the children,33.1
Haiti,F,Residence,Urban,... if she goes out without telling him,8.2
Maldives,M,Education,Higher,... if she argues with him,14.9
Malawi,F,Residence,Rural,... if she burns the food,6.2
Jordan,M,Age,15-24,... if she neglects the children,15.6
Eritrea,M,Residence,Urban,... if she goes out without telling him,14.9
Guatemala,M,Marital status,Married or living together,... for at least one specific reason,4.9
Guinea,F,Residence,Urban,... if she refuses to have sex with him,40.1
Tanzania,M,Residence,Urban,... if she argues with him,21.6
Angola,M,Residence,Urban,... if she refuses to have sex with him,4.1
Mali,M,Age,25-34,... if she neglects the children,23.8
Congo,F,Education,Higher,... for at least one specific reason,48.5
Eritrea,M,Age,35-49,... if she refuses to have sex with him,14.9
Liberia,M,Marital status,Married or living together,... if she goes out without telling him,11.9
Pakistan,M,Marital status,Never married,... if she burns the food,14.9
Gambia,M,Employment,Unemployed,... if she goes out without telling him,24.1
Armenia,M,Education,Secondary,... if she argues with him,20.2
Moldova,F,Age,15-24,... if she refuses to have sex with him,2.4
Togo,F,Employment,Employed for cash,... if she goes out without telling him,18.4
Nepal,F,Residence,Urban,... if she refuses to have sex with him,2.6
Guyana,M,Employment,Employed for cash,... if she burns the food,3.8
Timor-Leste,F,Employment,Employed for kind,... for at least one specific reason,85.2
Tanzania,M,Residence,Urban,... if she goes out without telling him,19.3
Bolivia,F,Marital status,Never married,... if she refuses to have sex with him,1.7
Malawi,M,Age,25-34,... if she argues with him,2.9
Zambia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,33.3
Nicaragua,F,Education,Higher,... if she argues with him,0.5
Congo,F,Education,Higher,... if she burns the food,14.9
Dominican Republic,F,Marital status,Never married,... if she neglects the children,1.8
Mozambique,M,Employment,Employed for kind,... for at least one specific reason,18.2
Uganda,M,Education,No education,... if she refuses to have sex with him,11.5
Philippines,F,Employment,Employed for cash,... if she burns the food,1.1
Egypt,M,Marital status,Married or living together,... if she neglects the children,14.9
Ukraine,F,Age,25-34,... if she neglects the children,2.8
India,F,Employment,Employed for cash,... for at least one specific reason,50.9
Dominican Republic,M,Education,Higher,... if she refuses to have sex with him,0.3
Benin,M,Residence,Rural,... if she neglects the children,12.1
Kenya,F,Marital status,Never married,... if she goes out without telling him,18.2
Uganda,F,Age,25-34,... if she argues with him,23.0
Peru,F,Residence,Rural,... if she burns the food,1.7
Haiti,M,Education,Higher,... if she goes out without telling him,1.9
Timor-Leste,F,Education,No education,... if she argues with him,64.0
Turkey,M,Employment,Employed for kind,... if she argues with him,14.9
Timor-Leste,M,Employment,Employed for kind,... if she neglects the children,36.9
Gabon,F,Age,35-49,... if she argues with him,27.6
Guinea,F,Education,No education,... if she argues with him,53.0
Cambodia,F,Education,Secondary,... if she argues with him,18.4
Kyrgyz Republic,F,Age,25-34,... if she refuses to have sex with him,9.5
Zambia,M,Residence,Rural,... if she refuses to have sex with him,13.2
Cameroon,M,Education,No education,... if she argues with him,21.7
Afghanistan,M,Education,No education,... if she neglects the children,29.7
Guinea,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,37.6
Bangladesh,M,Residence,Rural,... if she burns the food,14.9
Azerbaijan,F,Residence,Rural,... if she refuses to have sex with him,21.5
Moldova,F,Age,25-34,... if she refuses to have sex with him,2.9
Turkmenistan,M,Education,Higher,... if she argues with him,14.9
Burkina Faso,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,27.1
Benin,M,Education,Primary,... if she neglects the children,8.4
Angola,M,Employment,Employed for kind,... if she argues with him,13.3
Senegal,M,Education,Higher,... for at least one specific reason,7.8
Lesotho,F,Employment,Unemployed,... if she burns the food,7.8
Cote d'Ivoire,F,Marital status,Married or living together,... if she burns the food,18.4
Senegal,F,Marital status,Never married,... if she goes out without telling him,22.2
Philippines,F,Education,Primary,... if she neglects the children,12.5
Nigeria,F,Residence,Rural,... if she neglects the children,29.0
Nicaragua,F,Age,25-34,... if she burns the food,5.3
Lesotho,M,Employment,Employed for kind,... if she burns the food,8.2
Pakistan,M,Age,15-24,... if she argues with him,27.4
Eritrea,M,Age,25-34,... if she argues with him,14.9
Yemen,F,Education,Primary,... for at least one specific reason,48.4
Guatemala,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1.6
Guatemala,F,Employment,Employed for cash,... if she argues with him,2.4
Gabon,M,Education,Higher,... if she goes out without telling him,6.3
Uganda,F,Age,35-49,... if she neglects the children,35.2
Uganda,M,Age,25-34,... if she argues with him,20.1
Zimbabwe,F,Education,Primary,... if she burns the food,12.1
Niger,F,Residence,Urban,... if she goes out without telling him,26.7
Gabon,F,Education,No education,... for at least one specific reason,58.7
Sierra Leone,M,Employment,Unemployed,... if she neglects the children,15.9
Haiti,F,Marital status,Never married,... for at least one specific reason,17.0
Congo Democratic Republic,F,Age,25-34,... if she refuses to have sex with him,46.1
Lesotho,M,Education,Higher,... for at least one specific reason,17.1
Cambodia,F,Residence,Rural,... if she burns the food,12.9
Egypt,F,Employment,Employed for kind,... for at least one specific reason,62.3
Mali,F,Education,No education,... if she refuses to have sex with him,66.7
Cote d'Ivoire,F,Marital status,Never married,... for at least one specific reason,44.4
Sao Tome and Principe,M,Education,Secondary,... if she burns the food,4.7
Pakistan,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,11.3
Bolivia,F,Education,Secondary,... if she refuses to have sex with him,1.6
Gabon,M,Residence,Rural,... if she argues with him,22.0
Mali,M,Education,Primary,... if she argues with him,44.1
Nicaragua,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,17.3
Rwanda,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,19.1
Nicaragua,F,Employment,Employed for cash,... if she goes out without telling him,4.5
Ukraine,M,Age,35-49,... for at least one specific reason,11.1
Sao Tome and Principe,M,Employment,Employed for kind,... if she refuses to have sex with him,3.5
Philippines,F,Education,Primary,... if she refuses to have sex with him,1.9
South Africa,M,Employment,Employed for cash,... if she burns the food,1.7
Honduras,M,Employment,Employed for kind,... for at least one specific reason,14.9
Turkey,F,Residence,Rural,... if she refuses to have sex with him,5.6
Kenya,F,Employment,Employed for kind,... if she goes out without telling him,28.0
Burkina Faso,F,Residence,Urban,... if she goes out without telling him,19.6
Peru,F,Employment,Employed for kind,... if she burns the food,2.2
Comoros,M,Marital status,Married or living together,... if she goes out without telling him,4.2
Zimbabwe,F,Education,Primary,... if she goes out without telling him,31.2
Togo,F,Education,Secondary,... if she argues with him,14.9
Kyrgyz Republic,F,Age,25-34,... if she neglects the children,29.1
Benin,M,Age,15-24,... if she goes out without telling him,10.5
Haiti,F,Employment,Unemployed,... if she goes out without telling him,11.4
Burkina Faso,F,Residence,Urban,... if she neglects the children,22.6
Turkey,M,Marital status,Married or living together,... if she argues with him,14.9
Turkey,M,Residence,Rural,... if she neglects the children,14.9
Malawi,F,Education,Primary,... if she neglects the children,9.9
Comoros,M,Residence,Urban,... if she burns the food,2.3
Bangladesh,F,Education,Higher,... if she goes out without telling him,6.2
Maldives,F,Education,Secondary,... if she refuses to have sex with him,9.9
Liberia,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,25.7
Guatemala,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,3.3
Liberia,M,Employment,Employed for cash,... if she goes out without telling him,14.5
Mozambique,M,Age,15-24,... for at least one specific reason,18.6
Gambia,F,Employment,Employed for kind,... if she burns the food,12.1
Niger,M,Age,35-49,... if she neglects the children,11.3
Haiti,M,Age,15-24,... if she neglects the children,8.9
Maldives,M,Education,Primary,... if she refuses to have sex with him,5.1
Pakistan,M,Residence,Rural,... for at least one specific reason,46.2
Guatemala,F,Education,Higher,... if she argues with him,0.3
Turkey,M,Employment,Unemployed,... if she neglects the children,14.9
Lesotho,F,Marital status,Never married,... for at least one specific reason,37.3
Togo,F,Age,35-49,... if she neglects the children,19.6
Haiti,F,Marital status,"Widowed, divorced, separated",... if she argues with him,2.2
Guyana,M,Education,No education,... for at least one specific reason,34.0
Morocco,M,Education,Higher,... if she goes out without telling him,14.9
Cameroon,M,Residence,Rural,... if she neglects the children,32.3
Bangladesh,M,Marital status,Never married,... if she goes out without telling him,14.9
Tanzania,F,Age,35-49,... if she burns the food,21.7
Benin,F,Marital status,Never married,... if she goes out without telling him,15.3
Turkey,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,8.6
Eritrea,F,Age,15-24,... if she goes out without telling him,49.5
Moldova,M,Age,25-34,... for at least one specific reason,18.5
India,F,Age,35-49,... if she burns the food,21.1
Timor-Leste,M,Marital status,Married or living together,... for at least one specific reason,56.0
Malawi,M,Residence,Rural,... if she burns the food,2.6
Gambia,M,Residence,Urban,... for at least one specific reason,28.3
Maldives,F,Marital status,Married or living together,... if she burns the food,14.9
Togo,M,Residence,Rural,... if she burns the food,8.5
Guinea,M,Education,Higher,... for at least one specific reason,39.9
Namibia,F,Employment,Employed for kind,... if she neglects the children,28.1
Zimbabwe,M,Education,Higher,... if she burns the food,1.3
Uganda,F,Marital status,Married or living together,... if she goes out without telling him,30.3
Guinea,F,Marital status,Married or living together,... if she goes out without telling him,58.5
Congo,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,61.0
Armenia,M,Residence,Urban,... if she neglects the children,12.0
Sao Tome and Principe,M,Education,Secondary,... for at least one specific reason,16.0
Colombia,M,Marital status,Never married,... if she goes out without telling him,1.4
Gambia,F,Age,25-34,... if she neglects the children,34.1
Gabon,F,Age,25-34,... for at least one specific reason,46.2
Mozambique,M,Marital status,Married or living together,... if she neglects the children,6.9
Zambia,F,Employment,Unemployed,... if she neglects the children,28.1
Angola,F,Age,35-49,... if she argues with him,17.1
Malawi,M,Marital status,Never married,... if she refuses to have sex with him,7.1
Zambia,M,Employment,Employed for cash,... if she argues with him,19.0
Gambia,M,Residence,Rural,... if she argues with him,15.6
Bolivia,M,Age,15-24,... for at least one specific reason,14.9
Ukraine,M,Education,Higher,... if she goes out without telling him,2.4
Nicaragua,M,Employment,Employed for cash,... if she refuses to have sex with him,14.9
Indonesia,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,14.9
Guinea,M,Age,15-24,... if she argues with him,34.4
Congo Democratic Republic,F,Age,25-34,... if she argues with him,57.9
South Africa,F,Residence,Rural,... for at least one specific reason,8.2
India,F,Education,Secondary,... if she refuses to have sex with him,11.9
Eritrea,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,14.9
Egypt,M,Education,Primary,... if she burns the food,14.9
Maldives,M,Marital status,Never married,... if she burns the food,14.9
Liberia,M,Employment,Unemployed,... if she neglects the children,11.5
Rwanda,M,Marital status,Married or living together,... if she goes out without telling him,6.0
Cameroon,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,25.4
Guyana,F,Education,Secondary,... if she refuses to have sex with him,4.1
Guyana,F,Age,15-24,... if she argues with him,6.2
Burkina Faso,M,Education,Secondary,... if she goes out without telling him,11.1
Ethiopia,M,Age,35-49,... if she refuses to have sex with him,11.9
Benin,F,Age,15-24,... if she refuses to have sex with him,11.4
Congo,F,Marital status,Married or living together,... if she goes out without telling him,41.1
Congo Democratic Republic,F,Marital status,Never married,... if she goes out without telling him,44.4
Colombia,M,Marital status,Married or living together,... if she neglects the children,3.0
Jordan,F,Employment,Employed for cash,... for at least one specific reason,14.9
Turkmenistan,M,Employment,Unemployed,... if she argues with him,14.9
Niger,F,Employment,Unemployed,... if she argues with him,49.6
Timor-Leste,F,Education,Primary,... for at least one specific reason,74.0
Malawi,M,Employment,Employed for cash,... if she neglects the children,4.6
Turkmenistan,F,Education,Primary,... for at least one specific reason,56.8
Azerbaijan,F,Age,35-49,... if she burns the food,12.9
Moldova,F,Education,No education,... if she burns the food,14.9
Mali,M,Marital status,Never married,... if she neglects the children,26.0
Angola,F,Education,Secondary,... if she argues with him,8.2
Togo,M,Residence,Rural,... if she refuses to have sex with him,7.1
Philippines,M,Residence,Rural,... for at least one specific reason,14.9
India,M,Marital status,Never married,... if she neglects the children,20.7
Moldova,M,Education,Higher,... for at least one specific reason,9.6
Azerbaijan,M,Age,15-24,... for at least one specific reason,63.5
Dominican Republic,M,Age,15-24,... if she burns the food,1.4
Ethiopia,F,Education,No education,... if she burns the food,49.3
Nicaragua,M,Residence,Rural,... for at least one specific reason,14.9
Namibia,F,Education,Higher,... if she burns the food,1.4
Angola,F,Education,Higher,... if she neglects the children,4.2
Togo,M,Age,35-49,... if she goes out without telling him,8.9
Rwanda,M,Age,25-34,... if she burns the food,1.0
Liberia,F,Residence,Rural,... if she refuses to have sex with him,12.8
Niger,M,Employment,Employed for cash,... if she refuses to have sex with him,11.5
Timor-Leste,M,Education,Higher,... for at least one specific reason,65.3
Yemen,M,Age,15-24,... if she argues with him,14.9
Cameroon,F,Residence,Urban,... if she neglects the children,33.1
Niger,M,Education,No education,... if she neglects the children,13.6
Tajikistan,M,Education,Primary,... if she burns the food,14.9
Dominican Republic,M,Education,No education,... if she neglects the children,6.0
India,M,Employment,Employed for cash,... if she goes out without telling him,15.7
Ethiopia,M,Employment,Employed for kind,... if she goes out without telling him,20.5
Tajikistan,F,Age,25-34,... if she refuses to have sex with him,33.1
Gambia,F,Education,Secondary,... if she neglects the children,27.3
Moldova,M,Marital status,Never married,... if she neglects the children,22.0
Bangladesh,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,14.9
Eswatini,M,Education,No education,... if she neglects the children,12.2
Honduras,M,Education,Higher,... if she refuses to have sex with him,0.4
Mozambique,F,Residence,Rural,... if she burns the food,2.7
Haiti,M,Marital status,Married or living together,... if she refuses to have sex with him,1.9
India,M,Employment,Employed for cash,... if she refuses to have sex with him,8.8
Turkmenistan,M,Residence,Rural,... if she argues with him,14.9
Congo,F,Age,35-49,... if she goes out without telling him,39.2
Guyana,F,Employment,Employed for kind,... if she burns the food,5.5
Ethiopia,F,Age,25-34,... if she neglects the children,48.7
Rwanda,F,Education,Primary,... if she refuses to have sex with him,26.0
Colombia,F,Marital status,Never married,... if she goes out without telling him,1.2
Ukraine,F,Employment,Employed for kind,... if she refuses to have sex with him,2.0
Liberia,M,Residence,Urban,... if she burns the food,2.0
Senegal,F,Employment,Employed for kind,... for at least one specific reason,55.8
Burundi,F,Employment,Unemployed,... for at least one specific reason,52.0
Azerbaijan,M,Education,Secondary,... if she goes out without telling him,42.2
Uganda,F,Education,Higher,... if she refuses to have sex with him,4.0
Kyrgyz Republic,F,Age,15-24,... if she argues with him,13.6
Nigeria,F,Residence,Urban,... if she neglects the children,18.6
Indonesia,M,Age,25-34,... if she refuses to have sex with him,3.4
Nepal,F,Marital status,Never married,... if she burns the food,2.8
Congo,M,Education,Secondary,... if she refuses to have sex with him,12.4
Togo,M,Education,Secondary,... if she burns the food,5.2
Ghana,M,Age,15-24,... if she goes out without telling him,9.9
Philippines,F,Age,15-24,... for at least one specific reason,11.6
Pakistan,F,Education,No education,... if she burns the food,27.1
Timor-Leste,F,Education,Primary,... if she burns the food,37.4
Rwanda,M,Age,25-34,... if she neglects the children,10.4
Colombia,M,Employment,Employed for cash,... if she neglects the children,3.0
Ukraine,F,Employment,Employed for cash,... for at least one specific reason,3.6
Madagascar,F,Marital status,"Widowed, divorced, separated",... if she argues with him,6.2
Mali,F,Age,25-34,... if she goes out without telling him,55.3
Turkey,M,Age,25-34,... if she neglects the children,14.9
Congo,M,Employment,Employed for cash,... if she neglects the children,30.4
Liberia,F,Age,35-49,... if she argues with him,32.1
Indonesia,M,Education,No education,... for at least one specific reason,19.7
Sierra Leone,F,Age,35-49,... for at least one specific reason,64.8
Gambia,M,Education,Higher,... if she neglects the children,10.2
Sao Tome and Principe,F,Employment,Employed for kind,... if she burns the food,10.9
Mali,F,Education,Secondary,... if she refuses to have sex with him,51.0
Rwanda,M,Age,35-49,... if she refuses to have sex with him,3.5
Lesotho,F,Age,25-34,... if she argues with him,20.8
Colombia,M,Education,Secondary,... if she refuses to have sex with him,1.3
Lesotho,M,Employment,Unemployed,... if she argues with him,30.8
South Africa,F,Age,35-49,... if she refuses to have sex with him,1.1
Timor-Leste,M,Residence,Urban,... if she argues with him,27.2
Togo,M,Age,25-34,... for at least one specific reason,18.2
Cameroon,M,Marital status,Married or living together,... if she goes out without telling him,21.8
Togo,M,Marital status,Married or living together,... for at least one specific reason,17.6
Guyana,M,Employment,Unemployed,... if she goes out without telling him,7.2
Yemen,M,Marital status,Married or living together,... if she refuses to have sex with him,14.9
Turkmenistan,F,Education,Primary,... if she burns the food,26.3
Congo,F,Age,35-49,... if she refuses to have sex with him,28.9
Maldives,F,Employment,Unemployed,... if she goes out without telling him,4.7
Egypt,F,Marital status,Married or living together,... if she goes out without telling him,25.6
Burundi,F,Education,Primary,... if she neglects the children,53.7
Gabon,M,Age,25-34,... if she argues with him,19.7
Cote d'Ivoire,F,Marital status,Never married,... if she goes out without telling him,19.5
Myanmar,F,Education,Higher,... if she goes out without telling him,8.4
South Africa,F,Employment,Employed for kind,... if she argues with him,2.1
Madagascar,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,23.4
Armenia,F,Age,25-34,... if she neglects the children,8.9
Philippines,M,Education,Primary,... if she goes out without telling him,14.9
Ethiopia,M,Age,35-49,... if she argues with him,16.4
Dominican Republic,F,Residence,Rural,... if she refuses to have sex with him,0.6
Mali,F,Education,Primary,... if she argues with him,69.5
Eritrea,F,Employment,Employed for kind,... if she goes out without telling him,63.1
Armenia,M,Education,Secondary,... if she burns the food,0.6
Haiti,M,Employment,Employed for kind,... if she burns the food,1.0
Morocco,F,Marital status,"Widowed, divorced, separated",... if she argues with him,53.3
Timor-Leste,F,Marital status,Never married,... for at least one specific reason,69.9
Angola,M,Employment,Employed for cash,... if she refuses to have sex with him,5.2
Benin,F,Education,Secondary,... if she burns the food,9.5
Burundi,F,Age,35-49,... if she refuses to have sex with him,43.7
Pakistan,F,Education,Primary,... if she argues with him,29.2
Cambodia,M,Education,Secondary,... if she goes out without telling him,10.4
Yemen,M,Education,Higher,... if she goes out without telling him,14.9
Benin,F,Employment,Unemployed,... if she argues with him,19.9
Congo,M,Education,Primary,... if she refuses to have sex with him,18.0
Jordan,F,Employment,Unemployed,... if she burns the food,2.4
Namibia,F,Education,Primary,... if she burns the food,16.6
Niger,M,Education,Higher,... if she argues with him,2.2
Zambia,M,Age,25-34,... for at least one specific reason,29.7
Guyana,M,Education,No education,... if she refuses to have sex with him,4.9
Uganda,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,15.6
Azerbaijan,M,Age,35-49,... if she argues with him,47.6
Namibia,F,Education,No education,... if she goes out without telling him,23.3
Guatemala,F,Employment,Employed for kind,... if she goes out without telling him,5.4
Zambia,F,Employment,Employed for cash,... if she neglects the children,33.1
Zambia,F,Age,35-49,... if she argues with him,34.0
Armenia,F,Residence,Rural,... for at least one specific reason,15.7
Gambia,M,Employment,Unemployed,... if she argues with him,12.3
Liberia,M,Employment,Employed for kind,... if she burns the food,4.6
Mozambique,F,Marital status,Never married,... if she burns the food,2.2
Malawi,F,Employment,Unemployed,... if she refuses to have sex with him,8.0
Madagascar,M,Education,Primary,... if she neglects the children,25.1
Gabon,F,Education,Secondary,... if she burns the food,9.6
Malawi,F,Age,25-34,... if she burns the food,4.6
Pakistan,F,Age,15-24,... if she argues with him,35.0
Azerbaijan,M,Marital status,Never married,... for at least one specific reason,63.9
Guinea,F,Age,25-34,... if she burns the food,24.1
Haiti,F,Residence,Rural,... for at least one specific reason,19.4
Haiti,F,Residence,Urban,... if she burns the food,2.8
Afghanistan,F,Marital status,"Widowed, divorced, separated",... if she burns the food,13.8
Congo Democratic Republic,M,Residence,Urban,... for at least one specific reason,60.4
India,M,Age,15-24,... if she goes out without telling him,17.5
Cote d'Ivoire,F,Education,Secondary,... if she refuses to have sex with him,9.3
Tanzania,F,Employment,Employed for kind,... if she goes out without telling him,50.9
Colombia,M,Employment,Unemployed,... if she neglects the children,2.8
Eswatini,F,Employment,Employed for cash,... if she neglects the children,7.4
Guatemala,F,Residence,Rural,... if she argues with him,4.7
Sao Tome and Principe,F,Age,25-34,... if she burns the food,6.0
Mali,M,Education,No education,... if she refuses to have sex with him,27.8
Kyrgyz Republic,M,Marital status,Never married,... if she burns the food,7.6
Kenya,M,Residence,Urban,... if she burns the food,3.8
Benin,F,Employment,Employed for cash,... if she argues with him,21.5
Turkey,M,Education,No education,... if she argues with him,14.9
Armenia,F,Age,25-34,... if she argues with him,6.4
Eritrea,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
Ukraine,F,Employment,Employed for cash,... if she burns the food,0.1
Gabon,F,Marital status,Married or living together,... if she burns the food,10.4
Azerbaijan,M,Education,No education,... if she neglects the children,14.9
Senegal,M,Age,25-34,... if she argues with him,15.5
Tanzania,M,Marital status,Never married,... if she refuses to have sex with him,16.2
Indonesia,M,Marital status,Never married,... if she argues with him,14.9
Pakistan,M,Residence,Rural,... if she refuses to have sex with him,13.2
Lesotho,M,Employment,Unemployed,... for at least one specific reason,46.2
